Id,DateTime,Text,Url,Title
1,"2015-01-01 00:21:00.000000","Президент России Владимир Путин в новогоднем обращении, которое транслировали федеральные телеканалы, пожелал россиянам эффективно и творчески трудиться для того, чтобы сделать год таким, каким им хочется. В наступающем году «нам вместе предстоит решить немало задач», а «год будет таким, каким мы сами его сделаем, насколько эффективно, творчески, результативно будет трудиться каждый из нас; других рецептов просто нет», — считает президент. Глава государства также поблагодарил граждан страны, в том числе жителей Крыма, «за сплоченность и солидарность, за глубокие чувства правды, чести, справедливости, ответственности за судьбу своей страны, за неизменную готовность отстаивать интересы России, быть вместе с ней и в дни триумфа, и в пору испытаний, добиваться исполнения наших самых смелых и масштабных планов». Среди таких проектов Путин назвал Олимпийские игры в Сочи. «Мы не только подготовили и провели лучшую в истории зимнюю Олимпиаду, но и победили в ней», — напомнил он. Президент также предложил россиянам передать «самые теплые слова своим близким, сказать им спасибо за понимание и надежность, за терпение и заботу». «Чем больше будет доброты и любви, тем увереннее и сильнее мы будем, а значит, и успеха обязательно добьемся», — добавил Путин.",https://lenta.ru/news/2015/01/01/putinsspeech/,
2,"2015-01-01 02:39:00.000000","Ставка минимального размера оплаты труда (МРОТ) в Москве повысилась 1 января 2015 года и составила 14,5 тысячи рублей. Соответствующий документ опубликован на сайте столичного правительства. Еще раз МРОТ повысится 1 апреля. Тогда минимальная зарплата составит 15 тысяч рублей. Договоренность о повышении МРОТ в Москве достигли в конце декабря мэр Сергей Собянин совместно с председателем городского объединения профсоюзов Сергеем Черновым и председателем московской конфедерации работодателей Евгением Павшиным. В 2014 году минимальная зарплата в столице также повышалась дважды: 1 января она составила 12,6 тысячи рублей, а летом поднялась до 14 тысяч рублей. В России в 2015 году минимальная зарплата увеличена до 5 965 рублей (ранее была 5 554 рублей). При этом прожиточный минимум в стране составляет 8 192 рубля. Повышение МРОТ в Министерстве труда и соцзащиты России объяснили необходимостью поправки на инфляцию. Согласно планам правительства РФ, минимальная зарплата и прожиточный минимум должны сравняться в 2018 году.",https://lenta.ru/news/2015/01/01/zarplata1/,
3,"2015-01-01 03:43:00.000000","Президент Украины Петр Порошенко в своем новогоднем обращении напомнил гражданам о «злейшем враге» страны, который, по его словам, посягнул на независимость и территорию Украины. При этом Порошенко выразил уверенность в том, что новую «Отечественную войну» Украина обязательно выиграет. «Я благодарю каждого за вклад в защиту страны», — сказал президент. Он также предсказал, что 2015-й год войдет в историю «как год старта глубинных реформ», которые откроют Украине путь к членству в Евросоюзе. «Это наша мечта, которую мы вместе воплотим в жизнь», — отметил Порошенко. Ранее Порошенко также неоднократно заявлял, что Россия является агрессором. В Киеве также неоднократно утверждали, что именно Кремль оказывает различную поддержку ополченцам Донбасса и, таким образом, способствует конфликту на востоке Украины. В Москве подобные заявления последовательно опровергали.",https://lenta.ru/news/2015/01/01/enemy/,
4,"2015-01-01 05:22:00.000000","Северокорейский лидер Ким Чен Ын заявил о готовности к встрече с президентом Южной Кореи Пак Кын Хе в начавшемся 2015-ом году. Об этом сообщает южнокорейское агентство Yonhap со ссылкой на праздничное обращение руководителя КНДР, с которым он традиционно выступает в первый день нового года. По словам руководителя КНДР, в отношениях двух Корей необходимы большие перемены, при этом для межкорейского саммита нужен соответствующий настрой и условия. Как отметил Ким Чен Ын, двусторонние переговоры на высшем уровне и консультации в другом формате могут быть возобновлены, если Юг действительно стремится к улучшению отношений путем диалога. Ранее на этой неделе совет по воссоединению при президенте Южной Корее предложил провести переговоры на министерском уровне в январе. Отношения между КНДР и Южной Кореей в очередной раз обострились в середине октября после того, как патрульные катера двух стран вступили в перестрелку в Желтом море из-за нарушения северокорейским кораблем демаркационной линии. Де-юре Корейский полуостров находится в состоянии войны, поскольку Корейская война 1950-1953 годов закончилась перемирием, а не мирным договором между Сеулом и Пхеньяном.",https://lenta.ru/news/2015/01/01/whennorthmeetssouth/,
5,"2015-01-01 07:56:00.000000","В Яванском море 1 января возобновились поиски самолета авиакомпании AirAsia, пропавшего 28 декабря, сообщает Associated Press. Из-за сложных метеоусловий операция накануне была приостановлена, хотя в предполагаемом районе падения Airbus-320 поиски продолжали 18 судов. К настоящему времени спасатели смогли поднять из воды семь тел погибших. Сингапур направил в район операции автономный необитаемый подводный аппарат, которому предстоит обследовать морское дно в предполагаемом месте катастрофы. В настоящее время район поисков увеличен в два раза, его площадь теперь составляет почти 47 тысяч квадратных километров, сообщает ТАСС со ссылкой на командующего ВМС Малайзии Абдулу Азиза Джафара. Ранее сообщалось об обнаружении на дне Яванского моря фюзеляжа самолета AirAsia. Поисково-спасательное агентство Индонезии получило с помощью гидролокатора изображение, напоминающее очертания пропавшего самолета. Лайнер Airbus A320-200, летевший из Сурабая в Сингапур, пропал с радаров в ночь на 28 декабря. За несколько минут до этого этого пилот запрашивал разрешение на изменение высоты полета из-за плохих погодных условий. Диспетчеры ответили отказом из-за того, что в районе полета аэробуса находилось несколько других воздушных судов. На борту лайнера были 155 пассажиров и 7 членов экипажа. Обломки самолета и 6 тел погибших нашли недалеко от острова Калимантан. В поисковой операции задействованы около 30 судов и 20 самолетов из Индонезии, Австралии, Малайзии, Сингапура, Южной Кореи и США. 30 декабря в СМИ появилась информация, что обнаружены тела 40 пассажиров самолета. Однако пресс-секретарь ВМС Индонезии Манахан Симорангкир (Manahan Simorangkir) эти данные опроверг.",https://lenta.ru/news/2015/01/01/searchresumed/,
6,"2015-01-01 09:40:00.000000","С 1 января в России вступил в силу закон о режиме въезда и выезда из страны для граждан государств СНГ по заграничным паспортам. Исключение составляют участники Таможенного союза и Единого экономического пространства (Россия, Казахстан и Белоруссия). Об этом сообщается  на официальном сайте МИД РФ. На первом этапе это нововведение не коснется Киргизии, сообщил в конце декабря 2014 года глава Федеральной миграционной службы России Константин Ромодановский, передает ТАСС. По его словам, по Украине в этом вопросе решения пока нет. «Жители Таджикистана, Узбекистана и других государств будут въезжать по загранпаспортам. Есть отсрочка такого решения для Киргизии, которая ведет переговоры о вступлении в ЕАЭС. И по Украине вопрос пока подвешен», — сказал он. В октябре власти Киргизии заявили  о намерении присоединиться к Таможенному союзу и Евразийскому экономическому союзу с 1 января 2015 года. Позже сроки вступления Киргизии в ЕАЭС были перенесены на май этого года. О существовании законопроекта, по которому граждане стран СНГ смогут попадать в Россию только по загранпаспортам, стало известно в июне 2014 года. В МИД России пояснили, что целью нововведения является установление единого порядка пересечения российской госграницы, а также повышение «контроля за миграционными процессами». Также в министерстве утверждали, что к этим шагам по наведению порядка в сфере миграции отнеслись с пониманием. Впервые о запрете гражданам стран СНГ въезжать в Россию без загранпаспорта, заговорил  в своем послании Федеральному собранию президент страны Владимир Путин. Также он предложил ужесточить наказания для незаконных иммигрантов.",https://lenta.ru/news/2014/12/30/passport/,
7,"2015-01-01 10:42:00.000000","В России с 1 января 2015 года вступили в силу поправки в Федеральный закон «О правовом положении иностранных граждан в РФ». Об этом сообщает «Лента.ру» со ссылкой на документ, опубликованный на портале правовой информации. Согласно поправкам, трудовым мигрантам, въезжающим на территорию России без визы, необходимо оформить персональный патент на месяц, с возможностью продления до года. Получить патент необходимо в течение 30 дней с момента въезда в страну. Нарушение этого срока повлечет за собой отказ в приеме заявления о выдаче патента. Оформляться они будут только для тех иностранных граждан, которые указали в миграционной карте в качестве цели приезда в Россию работу. В Москве патенты будут стоить четыре тысячи рублей в месяц. Кроме того, закон вводит единые требования для получения патента. В частности, мигрант должен владеть русским языком. В случае выявления нарушений при оформлении патента устанавливается административная ответственность. Также с 1 января 2015 года вести учет безвизовых трудовых мигрантов начал специальный орган, куда следует обращаться иностранцам лично со всеми собранными документами. До этого учетом приезжих занималась Федеральная миграционная служба, документы в которую, в частности, могли передавать посредники. Теперь к услугам посредников можно будет прибегнуть только регионах, где специализированных центров еще нет. В 2016 году институт посредников будет отменен полностью. Работодатель должен будет уведомлять ФМС о заключении, а также о прекращении трудовых договоров с мигрантами. В 2010 году власти ввели миграционные патенты, которые позволяли приезжим из безвизовых стран работать у россиян по найму без квот. Квоты на разрешения для работы в России граждан безвизовых государств были введены в 2007 году. В 2003 году было сделано то же самое для приезжих из визовых стран.",https://lenta.ru/news/2015/01/01/migrantpatent/,
8,"2015-01-01 12:42:00.000000","С 1 января 2015 года в Белоруссии вступил в силу декрет номер 6 «О неотложных мерах по противодействию незаконному обороту наркотиков», сообщает  ИА REGNUM. Теперь максимальный срок лишения свободы за действия, в частности, связанные со сбытом наркотиков при наличии отягчающих признаков, увеличен с 13 до 15 лет. Кроме того, виновный в сбыте наркотиков заведомо несовершеннолетнему карается сроком от 8 до 15 лет; действия, связанные со сбытом наркотиков, совершенные организованной группой, — с 15 до 20 лет. За изготовление или переработку наркотиков в лабораторных условиях вводится наказание в виде тюремного заключения на срок от 8 до 20 лет. Также документ вводит дополнительные полномочия МВД по координации деятельности госорганов в сфере противодействия незаконному обороту наркотиков. Декрет предусматривает максимальную активизацию усилий государственных органов, учреждений образования и здравоохранения, советов общественных пунктов охраны правопорядка, добровольных дружин, общественных объединений и других организаций. «При этом правительство будет обязано не менее одного раза в год в целях эффективного противодействия новым формам и методам распространения наркотиков рассматривать состояние работы в указанной сфере на заседаниях президиума Совета министров с последующим информированием о результатах президента Белоруссии», — сказано в официальном комментарии к документу. Кроме того, декретом предусматриваются дополнительные меры по идентификации пользователей интернета и владельцев электронных кошельков. Декрет номер 6 был подписан президентом Белоруссии Александром Лукашенко 28 декабря. До этого, 5 декабря белорусский лидер предложил  создать специальную колонию с крайне жесткими условиями содержания для тех, кто занимается поставками и продажей наркотиков. Также он предложил лечить наркозависимых в лечебно-трудовых профилакториях (ЛТП) с помощью жестких условий содержания.",https://lenta.ru/news/2015/01/01/lukashenko/,
9,"2015-01-01 13:18:00.000000","Участковый суд Вильнюса арестовал подозреваемого в шпионаже литовского офицера и человека, которому он передавал информацию, на три месяца. Об этом сообщает «Интерфакс». Гражданином какого государства является второй подозреваемый, не сообщается. Офицер служил на авиабазе ВВС Литвы в городе Шяуляй, откуда осуществляется натовская миссия ПВО стран Балтии. «Интерфакс» отмечает, это уже третий случай за два последних месяца, когда Вильнюс сообщает о разоблачении шпионских сетей. В начале декабря в Литве объявили, что шпионажем на территории республики занимаются белорусские спецслужбы.",https://lenta.ru/news/2015/01/01/oficer/,
10,"2015-01-01 14:24:00.000000","Ликвидированный в Чечне главарь бандгруппы Муса Завгаев имел прямое отношение к организации захвата Дома печати и здания школы в Грозном 4 декабря. Об этом, как сообщает РИА Новости, заявили в Национальном антитеррористическом комитете (НАК). О ликвидации Завгаева и его подельника днем 1 января сообщил глава Чечни Рамзан Кадыров. По его словам, боевики были убиты в ходе спецоперации  на окраине станицы Мекенская Наурского района. В результате нападения на Грозный в начале декабря погибли 14 полицейских, 36 человек получили ранения. 11 террористов были ликвидированы. В ходе теракта боевиками были захвачены Дом печати и расположенная рядом школа.",https://lenta.ru/news/2015/01/01/nak/,
